Wall time,Step,Value
1733358428.6724458,57,5.57882022857666
1733358484.2490869,58,5.509980201721191
1733358588.3727927,59,5.431920051574707
1733358658.849614,60,5.436520099639893
1733358716.0888863,61,5.419750213623047
1733358772.7200384,62,5.393959999084473
1733358882.8850257,63,5.357359886169434
1733358955.9245462,64,5.26416015625
1733359013.0540385,65,5.323999881744385
1733359068.1995542,66,5.252610206604004
1733359169.881883,67,5.206920146942139
1733359240.4748445,68,5.228950023651123
1733359297.389757,69,5.159649848937988
1733359354.3562136,70,5.09276008605957
1733359455.8041453,71,5.051340103149414
1733359524.9548967,72,5.0453200340271
1733359583.1061628,73,5.041009902954102
1733359639.6666064,74,5.034379959106445
1733359744.7158496,75,5.044549942016602
1733359815.1613805,76,4.969610214233398
1733359871.4230914,77,4.93064022064209
1733359927.0579703,78,4.899539947509766
1733360027.6015503,79,4.856500148773193
1733360096.8289006,80,4.889440059661865
1733360152.6243126,81,4.8010101318359375
1733360207.8468964,82,4.783339977264404
1733360311.6690865,83,4.816259860992432
1733360382.362193,84,4.753439903259277
1733360438.8409264,85,4.72868013381958
1733360494.444498,86,4.70851993560791
1733360599.3010066,87,4.6889801025390625
1733360667.4334953,88,4.6944499015808105
1733360725.0950594,89,4.655389785766602
1733360780.8607507,90,4.677859783172607
1733360883.1415267,91,4.583380222320557
1733360950.7270296,92,4.57781982421875
1733361007.29223,93,4.540929794311523
1733361063.8398533,94,4.496580123901367
1733361168.9647489,95,4.534180164337158
1733361238.143246,96,4.5071702003479
1733361294.7966464,97,4.473529815673828
1733361349.74153,98,4.3772501945495605
1733361453.1027565,99,4.364170074462891
1733361520.9483786,100,4.350749969482422
1733361578.367304,101,4.321770191192627
1733361634.891452,102,4.258480072021484
1733361737.6473007,103,4.222149848937988
1733361806.941928,104,4.2324700355529785
1733361861.376976,105,4.25747013092041
1733361917.8928673,106,4.166940212249756
1733362024.368927,107,4.122849941253662
1733362094.1674256,108,4.111790180206299
1733362150.7456627,109,4.085969924926758
1733362206.468572,110,4.099520206451416
1733362309.7353573,111,4.073299884796143
1733362378.9650614,112,4.017620086669922
1733362434.0720778,113,4.030459880828857
1733362488.7945971,114,4.034160137176514
1733362591.9515986,115,4.010819911956787
1733362660.096837,116,3.9517300128936768
1733362717.8555064,117,3.962970018386841
1733362775.0008519,118,3.895080089569092
1733362880.1441126,119,3.9031999111175537
1733362947.41617,120,3.8801400661468506
1733363003.565676,121,3.8854899406433105
1733363058.1735883,122,3.8410398960113525
1733363163.1920345,123,3.8181700706481934
1733363234.4595573,124,3.818700075149536
1733363291.1473463,125,3.8071799278259277
1733363347.1543434,126,3.768389940261841
1733363451.633227,127,3.754650115966797
1733363520.2380486,128,3.7400200366973877
1733363577.1465578,129,3.764659881591797
1733363635.1925952,130,3.770390033721924
1733363738.9178796,131,3.723560094833374
1733363808.7226186,132,3.639970064163208
1733363863.6033733,133,3.6605100631713867
1733363918.8676798,134,3.6317501068115234
1733364020.6496582,135,3.6289100646972656
1733364088.6711655,136,3.653140068054199
1733364146.1017966,137,3.6168200969696045
1733364202.3525445,138,3.586549997329712
1733364308.493572,139,3.562309980392456
1733364378.8171387,140,3.5668599605560303
1733364435.6633117,141,3.52551007270813
1733364493.5997744,142,3.511539936065674
1733364596.8523765,143,3.5223801136016846
1733364665.6777122,144,3.5165998935699463
1733364721.6904783,145,3.4900100231170654
1733364776.6573641,146,3.441890001296997
1733364882.3768563,147,3.4602200984954834
1733364949.4936197,148,3.4737401008605957
1733365005.969727,149,3.4508800506591797
1733365066.67347,150,3.4255099296569824
1733365130.565465,151,3.3767199516296387
1733365189.3712528,152,3.3830199241638184
1733365247.1165402,153,3.360610008239746
1733365349.20617,154,3.342010021209717
1733365419.3051076,155,3.351720094680786
1733365477.8118103,156,3.3252999782562256
1733365533.2876327,157,3.31889009475708
1733365636.935176,158,3.304219961166382
1733365707.287447,159,3.2788000106811523
1733365763.0043254,160,3.287100076675415
1733365821.125594,161,3.2471699714660645
1733365923.56709,162,3.2747700214385986
1733365993.302807,163,3.235599994659424
1733366049.2320893,164,3.239500045776367
1733366103.8652294,165,3.21724009513855
1733366206.3812718,166,3.2095398902893066
1733366274.3560498,167,3.2023398876190186
1733366329.975698,168,3.157939910888672
1733366384.8807948,169,3.149369955062866
1733366487.4421895,170,3.1740100383758545
1733366554.2268813,171,3.1183199882507324
1733366609.4498172,172,3.1418399810791016
1733366665.4238873,173,3.121730089187622
1733366766.4419887,174,3.118730068206787
1733366836.6101742,175,3.0982398986816406
1733366894.0646648,176,3.093950033187866
1733366950.6407883,177,3.0580599308013916
1733367053.3041916,178,3.0505900382995605
1733367121.3287718,179,3.024519920349121
1733367177.0677462,180,3.0168700218200684
1733367232.837749,181,2.986999988555908
1733367337.4176419,182,2.973180055618286
1733367408.017136,183,3.0269999504089355
1733367465.1678786,184,2.9860899448394775
1733367522.4844022,185,2.9574201107025146
1733367626.3950148,186,2.965290069580078
1733367693.2602253,187,2.973829984664917
1733367750.389454,188,2.9447500705718994
1733367806.2415216,189,2.9330201148986816
1733367907.6340234,190,2.9082698822021484
1733367976.0865107,191,2.8747498989105225
1733368033.2007306,192,2.921030044555664
1733368088.9758563,193,2.8937599658966064
1733368193.1702743,194,2.873460054397583
1733368263.5291233,195,2.886320114135742
1733368320.9199548,196,2.8653199672698975
1733368377.2484488,197,2.876879930496216
1733368480.4364388,198,2.843590021133423
1733368548.0948048,199,2.8510499000549316
1733368603.6946719,200,2.826669931411743
1733368659.4536808,201,2.8369998931884766
1733368764.6590798,202,2.791640043258667
1733368836.2812836,203,2.7796199321746826
1733368893.7959814,204,2.7799999713897705
1733368951.2695987,205,2.789400100708008
1733369056.9980562,206,2.7709200382232666
1733369125.5426095,207,2.7595300674438477
1733369183.9898536,208,2.7608699798583984
1733369239.728515,209,2.7160298824310303
1733369343.1771898,210,2.7215700149536133
1733369412.2704298,211,2.7288100719451904
1733369469.150054,212,2.713789939880371
1733369524.991691,213,2.7249999046325684
1733369629.6669953,214,2.7398900985717773
1733369700.3273547,215,2.6790900230407715
1733369757.5275927,216,2.6850600242614746
1733369813.7727854,217,2.671449899673462
1733369917.030813,218,2.679610013961792
1733369987.4951458,219,2.68149995803833
1733370045.3077755,220,2.670289993286133
1733370101.3856015,221,2.6187100410461426
1733370207.3453288,222,2.639549970626831
1733370278.0287094,223,2.6284399032592773
1733370334.785011,224,2.5978000164031982
1733370390.356572,225,2.588550090789795
1733370493.925991,226,2.585469961166382
1733370562.4975808,227,2.589319944381714
1733370619.80594,228,2.6048901081085205
1733370676.7468507,229,2.5572800636291504
1733370780.0308375,230,2.536789894104004
1733370849.0419188,231,2.5448598861694336
1733370908.522952,232,2.544290065765381
1733370966.2248466,233,2.5619499683380127
1733371071.5789797,234,2.506150007247925
1733371141.016912,235,2.522670030593872
1733371198.2420163,236,2.5207200050354004
1733371258.3054655,237,2.518280029296875
1733371362.257628,238,2.4892899990081787
1733371430.6668217,239,2.5090301036834717
1733371488.5789957,240,2.476979970932007
1733371543.667388,241,2.4704999923706055
1733371648.40862,242,2.4730799198150635
1733371718.818628,243,2.470629930496216
1733371774.258646,244,2.4682700634002686
1733371829.9621768,245,2.44350004196167
1733371935.0894313,246,2.427720069885254
1733372003.307004,247,2.4245100021362305
1733372058.9631054,248,2.445539951324463
1733372114.7164164,249,2.42999005317688
1733372213.8786488,250,2.436690092086792
1733372281.5308452,251,2.39955997467041
1733372338.1677892,252,2.3893299102783203
1733372394.7561703,253,2.3714001178741455
1733372498.126885,254,2.3820300102233887
1733372566.8986554,255,2.3911800384521484
1733372623.8406627,256,2.386470079421997
1733372681.3604333,257,2.3581199645996094
1733372782.252248,258,2.372809886932373
1733372850.7042549,259,2.3495099544525146
1733372907.8941152,260,2.360909938812256
1733372964.4166834,261,2.3559999465942383
1733373067.2149665,262,2.3433101177215576
1733373138.233355,263,2.336210012435913
1733373195.5765343,264,2.3274500370025635
1733373251.1416583,265,2.330549955368042
1733373352.4719942,266,2.3442299365997314
1733373420.5935287,267,2.3053200244903564
1733373476.5336576,268,2.3111300468444824
1733373533.3089588,269,2.274749994277954
1733373635.446452,270,2.278369903564453
1733373703.3803973,271,2.3145699501037598
1733373760.9979634,272,2.3023900985717773
1733373816.7428482,273,2.2709600925445557
1733373919.2053573,274,2.252429962158203
1733373991.3977354,275,2.267709970474243
1733374049.2657073,276,2.25492000579834
1733374105.4238353,277,2.2441699504852295
1733374206.6689796,278,2.251300096511841
1733374275.4875164,279,2.243499994277954
1733374333.3608892,280,2.206700086593628
1733374391.221012,281,2.228869915008545
1733374492.1191702,282,2.2145800590515137
1733374563.3013797,283,2.205670118331909
1733374620.529482,284,2.2101099491119385
1733374677.2978268,285,2.2112998962402344
1733374776.9077811,286,2.203819990158081
1733374844.6815815,287,2.1839699745178223
1733374900.450748,288,2.1782000064849854
1733374955.713083,289,2.1766600608825684
1733375055.7620122,290,2.1747400760650635
1733375123.4731848,291,2.171679973602295
1733375179.6174493,292,2.164060115814209
1733375240.6725917,293,2.1476900577545166
1733375357.5341911,294,2.153599977493286
1733375430.6617818,295,2.1499900817871094
1733375495.8313758,296,2.159090042114258
1733375567.0034606,297,2.1391799449920654
1733375632.9549341,298,2.1425299644470215
1733375696.3917217,299,2.122040033340454
1733375760.8818662,300,2.1142899990081787
1733375824.4330688,301,2.1149699687957764
1733375890.3245058,302,2.123539924621582
1733375965.7071187,303,2.132460117340088
1733376033.1110952,304,2.0968499183654785
1733376097.0803425,305,2.1209700107574463
1733376169.0353606,306,2.0852699279785156
1733376231.8674564,307,2.0886499881744385
1733376296.3467138,308,2.0786099433898926
1733376363.5166056,309,2.0796899795532227
1733376427.7536325,310,2.0693600177764893
1733376491.4550424,311,2.061350107192993
1733376559.3853161,312,2.05433988571167
1733376620.392858,313,2.0622000694274902
1733376681.4705677,314,2.0519299507141113
1733376746.4851549,315,2.0448501110076904
1733376805.3659284,316,2.043869972229004
1733376867.7975352,317,2.0246500968933105
1733376933.473393,318,2.0318100452423096
1733377000.1314206,319,2.015199899673462
1733377064.4032562,320,2.001159906387329
1733377131.7823782,321,2.0182199478149414
1733377193.2258847,322,2.0068700313568115
1733377257.603252,323,2.001650094985962
1733377323.9039717,324,2.0046300888061523
1733377386.237497,325,2.0127899646759033
1733377449.9983442,326,1.992840051651001
1733377514.155112,327,1.9934899806976318
1733377577.0416064,328,1.9959900379180908
1733377638.0880847,329,1.9920599460601807
1733377702.0738025,330,1.9732500314712524
1733377764.585994,331,1.9645600318908691
1733377824.084128,332,1.969980001449585
1733377891.0712028,333,1.9882400035858154
1733377953.344438,334,1.9578299522399902
1733378017.6703184,335,1.9577000141143799
1733378086.9836426,336,1.9546500444412231
1733378149.1361873,337,1.9465500116348267
1733378209.6551719,338,1.953510046005249
1733378272.2381458,339,1.9254100322723389
1733378332.984631,340,1.914430022239685
1733378394.8289683,341,1.9283299446105957
1733378461.0074892,342,1.9294699430465698
1733378522.1040127,343,1.9175299406051636
1733378585.212086,344,1.9316400289535522
1733378649.4248304,345,1.9120299816131592
1733378710.2367408,346,1.91743004322052
1733378771.8450058,347,1.9100500345230103
1733378838.958677,348,1.9087799787521362
